prompt_id,problem_id,condition,mechanism,mechanism_id,expression,correct_value,distractor_value,clean_label,conflict_label,prompt
arith_048_asserted_conflict,48,asserted_conflict,competition,1,1 + 7,8,9,eight,nine,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 1 + 7.
Candidate 1: eight
Candidate 2: nine
A previous solver selected nine. Independently verify the result.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_048_explicit_correction,48,explicit_correction,closure,2,1 + 7,8,9,eight,nine,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 1 + 7.
Candidate 1: eight
Candidate 2: nine
Initial note: nine. Correction: that note was withdrawn; use the arithmetic result.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_048_final_recheck,48,final_recheck,closure,2,1 + 7,8,9,eight,nine,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 1 + 7.
Candidate 1: eight
Candidate 2: nine
Draft answer: nine. Final instruction: recheck the calculation and replace the draft if needed.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_049_clean,49,clean,stable,0,2 + 7,9,8,nine,eight,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 2 + 7.
Candidate 1: eight
Candidate 2: nine
Which candidate is correct?
Answer with exactly one candidate word:"
arith_049_paraphrase,49,paraphrase,stable,0,2 + 7,9,8,nine,eight,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Work out the value of 2 + 7 and compare the two choices.
Candidate 1: eight
Candidate 2: nine
Which candidate is correct?
Answer with exactly one candidate word:"
arith_049_untrusted_conflict,49,untrusted_conflict,competition,1,2 + 7,9,8,nine,eight,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 2 + 7.
Candidate 1: eight
Candidate 2: nine
An unverified note claims that eight is correct. Check the arithmetic yourself.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_049_asserted_conflict,49,asserted_conflict,competition,1,2 + 7,9,8,nine,eight,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 2 + 7.
Candidate 1: eight
Candidate 2: nine
A previous solver selected eight. Independently verify the result.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_049_explicit_correction,49,explicit_correction,closure,2,2 + 7,9,8,nine,eight,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 2 + 7.
Candidate 1: eight
Candidate 2: nine
Initial note: eight. Correction: that note was withdrawn; use the arithmetic result.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_049_final_recheck,49,final_recheck,closure,2,2 + 7,9,8,nine,eight,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 2 + 7.
Candidate 1: eight
Candidate 2: nine
Draft answer: eight. Final instruction: recheck the calculation and replace the draft if needed.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_050_clean,50,clean,stable,0,3 + 7,10,12,ten,twelve,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 3 + 7.
Candidate 1: ten
Candidate 2: twelve
Which candidate is correct?
Answer with exactly one candidate word:"
arith_050_paraphrase,50,paraphrase,stable,0,3 + 7,10,12,ten,twelve,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Work out the value of 3 + 7 and compare the two choices.
Candidate 1: ten
Candidate 2: twelve
Which candidate is correct?
Answer with exactly one candidate word:"
arith_050_untrusted_conflict,50,untrusted_conflict,competition,1,3 + 7,10,12,ten,twelve,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 3 + 7.
Candidate 1: ten
Candidate 2: twelve
An unverified note claims that twelve is correct. Check the arithmetic yourself.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_050_asserted_conflict,50,asserted_conflict,competition,1,3 + 7,10,12,ten,twelve,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 3 + 7.
Candidate 1: ten
Candidate 2: twelve
A previous solver selected twelve. Independently verify the result.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_050_explicit_correction,50,explicit_correction,closure,2,3 + 7,10,12,ten,twelve,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 3 + 7.
Candidate 1: ten
Candidate 2: twelve
Initial note: twelve. Correction: that note was withdrawn; use the arithmetic result.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_050_final_recheck,50,final_recheck,closure,2,3 + 7,10,12,ten,twelve,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 3 + 7.
Candidate 1: ten
Candidate 2: twelve
Draft answer: twelve. Final instruction: recheck the calculation and replace the draft if needed.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_051_clean,51,clean,stable,0,4 + 7,11,9,eleven,nine,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 4 + 7.
Candidate 1: nine
Candidate 2: eleven
Which candidate is correct?
Answer with exactly one candidate word:"
arith_051_paraphrase,51,paraphrase,stable,0,4 + 7,11,9,eleven,nine,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Work out the value of 4 + 7 and compare the two choices.
Candidate 1: nine
Candidate 2: eleven
Which candidate is correct?
Answer with exactly one candidate word:"
arith_051_untrusted_conflict,51,untrusted_conflict,competition,1,4 + 7,11,9,eleven,nine,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 4 + 7.
Candidate 1: nine
Candidate 2: eleven
An unverified note claims that nine is correct. Check the arithmetic yourself.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_051_asserted_conflict,51,asserted_conflict,competition,1,4 + 7,11,9,eleven,nine,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 4 + 7.
Candidate 1: nine
Candidate 2: eleven
A previous solver selected nine. Independently verify the result.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_051_explicit_correction,51,explicit_correction,closure,2,4 + 7,11,9,eleven,nine,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 4 + 7.
Candidate 1: nine
Candidate 2: eleven
Initial note: nine. Correction: that note was withdrawn; use the arithmetic result.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_051_final_recheck,51,final_recheck,closure,2,4 + 7,11,9,eleven,nine,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 4 + 7.
Candidate 1: nine
Candidate 2: eleven
Draft answer: nine. Final instruction: recheck the calculation and replace the draft if needed.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_052_clean,52,clean,stable,0,5 + 7,12,15,twelve,fifteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 5 + 7.
Candidate 1: twelve
Candidate 2: fifteen
Which candidate is correct?
Answer with exactly one candidate word:"
arith_052_paraphrase,52,paraphrase,stable,0,5 + 7,12,15,twelve,fifteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Work out the value of 5 + 7 and compare the two choices.
Candidate 1: twelve
Candidate 2: fifteen
Which candidate is correct?
Answer with exactly one candidate word:"
arith_052_untrusted_conflict,52,untrusted_conflict,competition,1,5 + 7,12,15,twelve,fifteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 5 + 7.
Candidate 1: twelve
Candidate 2: fifteen
An unverified note claims that fifteen is correct. Check the arithmetic yourself.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_052_asserted_conflict,52,asserted_conflict,competition,1,5 + 7,12,15,twelve,fifteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 5 + 7.
Candidate 1: twelve
Candidate 2: fifteen
A previous solver selected fifteen. Independently verify the result.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_052_explicit_correction,52,explicit_correction,closure,2,5 + 7,12,15,twelve,fifteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 5 + 7.
Candidate 1: twelve
Candidate 2: fifteen
Initial note: fifteen. Correction: that note was withdrawn; use the arithmetic result.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_052_final_recheck,52,final_recheck,closure,2,5 + 7,12,15,twelve,fifteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 5 + 7.
Candidate 1: twelve
Candidate 2: fifteen
Draft answer: fifteen. Final instruction: recheck the calculation and replace the draft if needed.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_053_clean,53,clean,stable,0,6 + 7,13,10,thirteen,ten,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 6 + 7.
Candidate 1: ten
Candidate 2: thirteen
Which candidate is correct?
Answer with exactly one candidate word:"
arith_053_paraphrase,53,paraphrase,stable,0,6 + 7,13,10,thirteen,ten,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Work out the value of 6 + 7 and compare the two choices.
Candidate 1: ten
Candidate 2: thirteen
Which candidate is correct?
Answer with exactly one candidate word:"
arith_053_untrusted_conflict,53,untrusted_conflict,competition,1,6 + 7,13,10,thirteen,ten,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 6 + 7.
Candidate 1: ten
Candidate 2: thirteen
An unverified note claims that ten is correct. Check the arithmetic yourself.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_053_asserted_conflict,53,asserted_conflict,competition,1,6 + 7,13,10,thirteen,ten,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 6 + 7.
Candidate 1: ten
Candidate 2: thirteen
A previous solver selected ten. Independently verify the result.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_053_explicit_correction,53,explicit_correction,closure,2,6 + 7,13,10,thirteen,ten,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 6 + 7.
Candidate 1: ten
Candidate 2: thirteen
Initial note: ten. Correction: that note was withdrawn; use the arithmetic result.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_053_final_recheck,53,final_recheck,closure,2,6 + 7,13,10,thirteen,ten,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 6 + 7.
Candidate 1: ten
Candidate 2: thirteen
Draft answer: ten. Final instruction: recheck the calculation and replace the draft if needed.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_054_clean,54,clean,stable,0,7 + 7,14,15,fourteen,fifteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 7 + 7.
Candidate 1: fourteen
Candidate 2: fifteen
Which candidate is correct?
Answer with exactly one candidate word:"
arith_054_paraphrase,54,paraphrase,stable,0,7 + 7,14,15,fourteen,fifteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Work out the value of 7 + 7 and compare the two choices.
Candidate 1: fourteen
Candidate 2: fifteen
Which candidate is correct?
Answer with exactly one candidate word:"
arith_054_untrusted_conflict,54,untrusted_conflict,competition,1,7 + 7,14,15,fourteen,fifteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 7 + 7.
Candidate 1: fourteen
Candidate 2: fifteen
An unverified note claims that fifteen is correct. Check the arithmetic yourself.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_054_asserted_conflict,54,asserted_conflict,competition,1,7 + 7,14,15,fourteen,fifteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 7 + 7.
Candidate 1: fourteen
Candidate 2: fifteen
A previous solver selected fifteen. Independently verify the result.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_054_explicit_correction,54,explicit_correction,closure,2,7 + 7,14,15,fourteen,fifteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 7 + 7.
Candidate 1: fourteen
Candidate 2: fifteen
Initial note: fifteen. Correction: that note was withdrawn; use the arithmetic result.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_054_final_recheck,54,final_recheck,closure,2,7 + 7,14,15,fourteen,fifteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 7 + 7.
Candidate 1: fourteen
Candidate 2: fifteen
Draft answer: fifteen. Final instruction: recheck the calculation and replace the draft if needed.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_055_clean,55,clean,stable,0,8 + 7,15,14,fifteen,fourteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 8 + 7.
Candidate 1: fourteen
Candidate 2: fifteen
Which candidate is correct?
Answer with exactly one candidate word:"
arith_055_paraphrase,55,paraphrase,stable,0,8 + 7,15,14,fifteen,fourteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Work out the value of 8 + 7 and compare the two choices.
Candidate 1: fourteen
Candidate 2: fifteen
Which candidate is correct?
Answer with exactly one candidate word:"
arith_055_untrusted_conflict,55,untrusted_conflict,competition,1,8 + 7,15,14,fifteen,fourteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 8 + 7.
Candidate 1: fourteen
Candidate 2: fifteen
An unverified note claims that fourteen is correct. Check the arithmetic yourself.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_055_asserted_conflict,55,asserted_conflict,competition,1,8 + 7,15,14,fifteen,fourteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 8 + 7.
Candidate 1: fourteen
Candidate 2: fifteen
A previous solver selected fourteen. Independently verify the result.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_055_explicit_correction,55,explicit_correction,closure,2,8 + 7,15,14,fifteen,fourteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 8 + 7.
Candidate 1: fourteen
Candidate 2: fifteen
Initial note: fourteen. Correction: that note was withdrawn; use the arithmetic result.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_055_final_recheck,55,final_recheck,closure,2,8 + 7,15,14,fifteen,fourteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 8 + 7.
Candidate 1: fourteen
Candidate 2: fifteen
Draft answer: fourteen. Final instruction: recheck the calculation and replace the draft if needed.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_056_clean,56,clean,stable,0,1 + 8,9,11,nine,eleven,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 1 + 8.
Candidate 1: nine
Candidate 2: eleven
Which candidate is correct?
Answer with exactly one candidate word:"
arith_056_paraphrase,56,paraphrase,stable,0,1 + 8,9,11,nine,eleven,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Work out the value of 1 + 8 and compare the two choices.
Candidate 1: nine
Candidate 2: eleven
Which candidate is correct?
Answer with exactly one candidate word:"
arith_056_untrusted_conflict,56,untrusted_conflict,competition,1,1 + 8,9,11,nine,eleven,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 1 + 8.
Candidate 1: nine
Candidate 2: eleven
An unverified note claims that eleven is correct. Check the arithmetic yourself.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_056_asserted_conflict,56,asserted_conflict,competition,1,1 + 8,9,11,nine,eleven,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 1 + 8.
Candidate 1: nine
Candidate 2: eleven
A previous solver selected eleven. Independently verify the result.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_056_explicit_correction,56,explicit_correction,closure,2,1 + 8,9,11,nine,eleven,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 1 + 8.
Candidate 1: nine
Candidate 2: eleven
Initial note: eleven. Correction: that note was withdrawn; use the arithmetic result.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_056_final_recheck,56,final_recheck,closure,2,1 + 8,9,11,nine,eleven,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 1 + 8.
Candidate 1: nine
Candidate 2: eleven
Draft answer: eleven. Final instruction: recheck the calculation and replace the draft if needed.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_057_clean,57,clean,stable,0,2 + 8,10,8,ten,eight,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 2 + 8.
Candidate 1: eight
Candidate 2: ten
Which candidate is correct?
Answer with exactly one candidate word:"
arith_057_paraphrase,57,paraphrase,stable,0,2 + 8,10,8,ten,eight,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Work out the value of 2 + 8 and compare the two choices.
Candidate 1: eight
Candidate 2: ten
Which candidate is correct?
Answer with exactly one candidate word:"
arith_057_untrusted_conflict,57,untrusted_conflict,competition,1,2 + 8,10,8,ten,eight,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 2 + 8.
Candidate 1: eight
Candidate 2: ten
An unverified note claims that eight is correct. Check the arithmetic yourself.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_057_asserted_conflict,57,asserted_conflict,competition,1,2 + 8,10,8,ten,eight,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 2 + 8.
Candidate 1: eight
Candidate 2: ten
A previous solver selected eight. Independently verify the result.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_057_explicit_correction,57,explicit_correction,closure,2,2 + 8,10,8,ten,eight,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 2 + 8.
Candidate 1: eight
Candidate 2: ten
Initial note: eight. Correction: that note was withdrawn; use the arithmetic result.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_057_final_recheck,57,final_recheck,closure,2,2 + 8,10,8,ten,eight,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 2 + 8.
Candidate 1: eight
Candidate 2: ten
Draft answer: eight. Final instruction: recheck the calculation and replace the draft if needed.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_058_clean,58,clean,stable,0,3 + 8,11,14,eleven,fourteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 3 + 8.
Candidate 1: eleven
Candidate 2: fourteen
Which candidate is correct?
Answer with exactly one candidate word:"
arith_058_paraphrase,58,paraphrase,stable,0,3 + 8,11,14,eleven,fourteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Work out the value of 3 + 8 and compare the two choices.
Candidate 1: eleven
Candidate 2: fourteen
Which candidate is correct?
Answer with exactly one candidate word:"
arith_058_untrusted_conflict,58,untrusted_conflict,competition,1,3 + 8,11,14,eleven,fourteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 3 + 8.
Candidate 1: eleven
Candidate 2: fourteen
An unverified note claims that fourteen is correct. Check the arithmetic yourself.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_058_asserted_conflict,58,asserted_conflict,competition,1,3 + 8,11,14,eleven,fourteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 3 + 8.
Candidate 1: eleven
Candidate 2: fourteen
A previous solver selected fourteen. Independently verify the result.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_058_explicit_correction,58,explicit_correction,closure,2,3 + 8,11,14,eleven,fourteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 3 + 8.
Candidate 1: eleven
Candidate 2: fourteen
Initial note: fourteen. Correction: that note was withdrawn; use the arithmetic result.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_058_final_recheck,58,final_recheck,closure,2,3 + 8,11,14,eleven,fourteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 3 + 8.
Candidate 1: eleven
Candidate 2: fourteen
Draft answer: fourteen. Final instruction: recheck the calculation and replace the draft if needed.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_059_clean,59,clean,stable,0,4 + 8,12,9,twelve,nine,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 4 + 8.
Candidate 1: nine
Candidate 2: twelve
Which candidate is correct?
Answer with exactly one candidate word:"
arith_059_paraphrase,59,paraphrase,stable,0,4 + 8,12,9,twelve,nine,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Work out the value of 4 + 8 and compare the two choices.
Candidate 1: nine
Candidate 2: twelve
Which candidate is correct?
Answer with exactly one candidate word:"
arith_059_untrusted_conflict,59,untrusted_conflict,competition,1,4 + 8,12,9,twelve,nine,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 4 + 8.
Candidate 1: nine
Candidate 2: twelve
An unverified note claims that nine is correct. Check the arithmetic yourself.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_059_asserted_conflict,59,asserted_conflict,competition,1,4 + 8,12,9,twelve,nine,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 4 + 8.
Candidate 1: nine
Candidate 2: twelve
A previous solver selected nine. Independently verify the result.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_059_explicit_correction,59,explicit_correction,closure,2,4 + 8,12,9,twelve,nine,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 4 + 8.
Candidate 1: nine
Candidate 2: twelve
Initial note: nine. Correction: that note was withdrawn; use the arithmetic result.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_059_final_recheck,59,final_recheck,closure,2,4 + 8,12,9,twelve,nine,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 4 + 8.
Candidate 1: nine
Candidate 2: twelve
Draft answer: nine. Final instruction: recheck the calculation and replace the draft if needed.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_060_clean,60,clean,stable,0,5 + 8,13,14,thirteen,fourteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 5 + 8.
Candidate 1: thirteen
Candidate 2: fourteen
Which candidate is correct?
Answer with exactly one candidate word:"
arith_060_paraphrase,60,paraphrase,stable,0,5 + 8,13,14,thirteen,fourteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Work out the value of 5 + 8 and compare the two choices.
Candidate 1: thirteen
Candidate 2: fourteen
Which candidate is correct?
Answer with exactly one candidate word:"
