model,prompt_id,layer,alpha,beta,action_confidence,action_label,mean_p_closure,mean_entropy,gate_open
qwen,arith_ctx_017_untrusted_conflict,16,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.086544016804433,0.5568288543418255,False
qwen,arith_ctx_017_untrusted_conflict,17,0.0,0.0,0.9997024025738156,a0.0_b0.0_confidence_gate,0.086544016804433,0.5568288543418255,False
qwen,arith_ctx_017_untrusted_conflict,18,0.0,0.0,0.996526060843257,a0.0_b0.0_confidence_gate,0.086544016804433,0.5568288543418255,False
qwen,arith_ctx_017_untrusted_conflict,19,0.0,0.0,0.9837143988601468,a0.0_b0.0_confidence_gate,0.086544016804433,0.5568288543418255,False
qwen,arith_ctx_017_asserted_conflict,15,0.0,0.0,0.9997024025738156,a0.0_b0.0_confidence_gate,0.1210496642308163,0.4919288471278609,False
qwen,arith_ctx_017_asserted_conflict,16,0.0,0.0,0.9997024025738156,a0.0_b0.0_confidence_gate,0.1210496642308163,0.4919288471278609,False
qwen,arith_ctx_017_asserted_conflict,17,0.0,0.0,0.9997024025738156,a0.0_b0.0_confidence_gate,0.1210496642308163,0.4919288471278609,False
qwen,arith_ctx_017_asserted_conflict,18,0.0,0.0,0.9956895287438284,a0.0_b0.0_confidence_gate,0.1210496642308163,0.4919288471278609,False
qwen,arith_ctx_017_asserted_conflict,19,0.0,0.0,0.9669043851093718,a0.0_b0.0_confidence_gate,0.1210496642308163,0.4919288471278609,False
qwen,arith_ctx_017_explicit_correction,15,0.0,0.0,0.5901227674329362,a0.0_b0.0,0.6243252302602189,0.7618542252095677,True
qwen,arith_ctx_017_explicit_correction,16,0.0,0.0,0.6669160473650994,a0.0_b0.0,0.6243252302602189,0.7618542252095677,True
qwen,arith_ctx_017_explicit_correction,17,0.3,0.3,0.6276571776047422,a0.3_b0.3,0.6243252302602189,0.7618542252095677,True
qwen,arith_ctx_017_explicit_correction,18,0.0,0.0,0.7373639729934048,a0.0_b0.0,0.6243252302602189,0.7618542252095677,True
qwen,arith_ctx_017_explicit_correction,19,0.0,0.0,0.501624094859212,a0.0_b0.0,0.6243252302602189,0.7618542252095677,True
qwen,arith_ctx_017_final_recheck,15,1.0,0.6,0.5077897093712442,a1.0_b0.6,0.644892597284576,0.6328178241554875,True
qwen,arith_ctx_017_final_recheck,16,0.3,0.3,0.4587733850916918,a0.3_b0.3,0.644892597284576,0.6328178241554875,True
qwen,arith_ctx_017_final_recheck,17,0.0,0.0,0.4402643904992435,a0.0_b0.0,0.644892597284576,0.6328178241554875,True
qwen,arith_ctx_017_final_recheck,18,0.3,0.3,0.5205501987299811,a0.3_b0.3,0.644892597284576,0.6328178241554875,True
qwen,arith_ctx_017_final_recheck,19,0.3,0.3,0.5585736127247181,a0.3_b0.3,0.644892597284576,0.6328178241554875,True
qwen,arith_ctx_018_clean,15,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0080608148494226,0.0866681130055935,False
qwen,arith_ctx_018_clean,16,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0080608148494226,0.0866681130055935,False
qwen,arith_ctx_018_clean,17,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0080608148494226,0.0866681130055935,False
qwen,arith_ctx_018_clean,18,0.0,0.0,0.9997127127127128,a0.0_b0.0_confidence_gate,0.0080608148494226,0.0866681130055935,False
qwen,arith_ctx_018_clean,19,0.0,0.0,0.9947865241317736,a0.0_b0.0_confidence_gate,0.0080608148494226,0.0866681130055935,False
qwen,arith_ctx_018_paraphrase,15,0.0,0.0,0.9251800420476908,a0.0_b0.0_confidence_gate,0.2105933150362865,0.6829411883870269,False
qwen,arith_ctx_018_paraphrase,16,0.0,0.0,0.9250155826054236,a0.0_b0.0_confidence_gate,0.2105933150362865,0.6829411883870269,False
qwen,arith_ctx_018_paraphrase,17,0.0,0.0,0.9300356285239362,a0.0_b0.0_confidence_gate,0.2105933150362865,0.6829411883870269,False
qwen,arith_ctx_018_paraphrase,18,0.0,0.0,0.9100769886603424,a0.0_b0.0_confidence_gate,0.2105933150362865,0.6829411883870269,False
qwen,arith_ctx_018_paraphrase,19,0.0,0.0,0.9224519607220903,a0.0_b0.0_confidence_gate,0.2105933150362865,0.6829411883870269,False
qwen,arith_ctx_018_untrusted_conflict,15,0.0,0.0,0.9997024025738156,a0.0_b0.0_confidence_gate,0.073578974603311,0.4722389637820557,False
qwen,arith_ctx_018_untrusted_conflict,16,0.0,0.0,0.9997024025738156,a0.0_b0.0_confidence_gate,0.073578974603311,0.4722389637820557,False
qwen,arith_ctx_018_untrusted_conflict,17,0.0,0.0,0.9997024025738156,a0.0_b0.0_confidence_gate,0.073578974603311,0.4722389637820557,False
qwen,arith_ctx_018_untrusted_conflict,18,0.0,0.0,0.9947830790324308,a0.0_b0.0_confidence_gate,0.073578974603311,0.4722389637820557,False
qwen,arith_ctx_018_untrusted_conflict,19,0.0,0.0,0.9949733956607828,a0.0_b0.0_confidence_gate,0.073578974603311,0.4722389637820557,False
qwen,arith_ctx_018_asserted_conflict,15,0.0,0.0,0.970349824403252,a0.0_b0.0_confidence_gate,0.1534515429094791,0.5861517986729602,False
qwen,arith_ctx_018_asserted_conflict,16,0.0,0.0,0.9580637408044498,a0.0_b0.0_confidence_gate,0.1534515429094791,0.5861517986729602,False
qwen,arith_ctx_018_asserted_conflict,17,0.0,0.0,0.9703869651214814,a0.0_b0.0_confidence_gate,0.1534515429094791,0.5861517986729602,False
qwen,arith_ctx_018_asserted_conflict,18,0.0,0.0,0.6965984214207351,a0.0_b0.0_confidence_gate,0.1534515429094791,0.5861517986729602,False
qwen,arith_ctx_018_asserted_conflict,19,0.0,0.0,0.9300727777944068,a0.0_b0.0_confidence_gate,0.1534515429094791,0.5861517986729602,False
qwen,arith_ctx_018_explicit_correction,15,1.0,0.6,0.408031039959455,a1.0_b0.6,0.8544780070097515,0.4405002333809203,True
qwen,arith_ctx_018_explicit_correction,16,1.0,0.6,0.4020871253883213,a1.0_b0.6,0.8544780070097515,0.4405002333809203,True
qwen,arith_ctx_018_explicit_correction,17,1.0,0.6,0.4731617398329643,a1.0_b0.6,0.8544780070097515,0.4405002333809203,True
qwen,arith_ctx_018_explicit_correction,18,1.0,0.6,0.4472037544750429,a1.0_b0.6,0.8544780070097515,0.4405002333809203,True
qwen,arith_ctx_018_explicit_correction,19,1.0,0.6,0.4356801952166116,a1.0_b0.6,0.8544780070097515,0.4405002333809203,True
qwen,arith_ctx_018_final_recheck,15,0.0,0.0,0.3990748860936212,a0.0_b0.0,0.6804686771487196,0.4951067220425719,True
qwen,arith_ctx_018_final_recheck,16,0.0,0.0,0.568154344796665,a0.0_b0.0,0.6804686771487196,0.4951067220425719,True
qwen,arith_ctx_018_final_recheck,17,0.0,0.0,0.4446180020277412,a0.0_b0.0,0.6804686771487196,0.4951067220425719,True
qwen,arith_ctx_018_final_recheck,18,0.3,0.3,0.4204926269823405,a0.3_b0.3,0.6804686771487196,0.4951067220425719,True
qwen,arith_ctx_018_final_recheck,19,1.0,0.6,0.4695106635259289,a1.0_b0.6,0.6804686771487196,0.4951067220425719,True
qwen,arith_ctx_019_clean,15,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0332043158016438,0.4062128824032538,False
qwen,arith_ctx_019_clean,16,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0332043158016438,0.4062128824032538,False
qwen,arith_ctx_019_clean,17,0.0,0.0,0.9950738114190608,a0.0_b0.0_confidence_gate,0.0332043158016438,0.4062128824032538,False
qwen,arith_ctx_019_clean,18,0.0,0.0,0.9770553685410184,a0.0_b0.0_confidence_gate,0.0332043158016438,0.4062128824032538,False
qwen,arith_ctx_019_clean,19,0.0,0.0,0.9716994646088308,a0.0_b0.0_confidence_gate,0.0332043158016438,0.4062128824032538,False
qwen,arith_ctx_019_paraphrase,15,0.0,0.0,0.9858162476654608,a0.0_b0.0_confidence_gate,0.0866493308821692,0.5599366613405028,False
qwen,arith_ctx_019_paraphrase,16,0.0,0.0,0.9978396654264614,a0.0_b0.0_confidence_gate,0.0866493308821692,0.5599366613405028,False
qwen,arith_ctx_019_paraphrase,17,0.0,0.0,0.9839567225062712,a0.0_b0.0_confidence_gate,0.0866493308821692,0.5599366613405028,False
qwen,arith_ctx_019_paraphrase,18,0.0,0.0,0.9771458351228094,a0.0_b0.0_confidence_gate,0.0866493308821692,0.5599366613405028,False
qwen,arith_ctx_019_paraphrase,19,0.0,0.0,0.9561576109961192,a0.0_b0.0_confidence_gate,0.0866493308821692,0.5599366613405028,False
qwen,arith_ctx_019_untrusted_conflict,15,0.0,0.0,0.9835577367301424,a0.0_b0.0_confidence_gate,0.1762248044030699,0.6641030873181493,False
qwen,arith_ctx_019_untrusted_conflict,16,0.0,0.0,0.9823896569183967,a0.0_b0.0_confidence_gate,0.1762248044030699,0.6641030873181493,False
qwen,arith_ctx_019_untrusted_conflict,17,0.0,0.0,0.9886705020152649,a0.0_b0.0_confidence_gate,0.1762248044030699,0.6641030873181493,False
qwen,arith_ctx_019_untrusted_conflict,18,0.0,0.0,0.9578564683671212,a0.0_b0.0_confidence_gate,0.1762248044030699,0.6641030873181493,False
qwen,arith_ctx_019_untrusted_conflict,19,0.0,0.0,0.9261053350524956,a0.0_b0.0_confidence_gate,0.1762248044030699,0.6641030873181493,False
qwen,arith_ctx_019_asserted_conflict,15,0.0,0.0,0.9927279546128128,a0.0_b0.0_confidence_gate,0.1787584897164922,0.7038597789890876,False
qwen,arith_ctx_019_asserted_conflict,16,0.0,0.0,0.9870462078846878,a0.0_b0.0_confidence_gate,0.1787584897164922,0.7038597789890876,False
qwen,arith_ctx_019_asserted_conflict,17,0.0,0.0,0.9919778902074888,a0.0_b0.0_confidence_gate,0.1787584897164922,0.7038597789890876,False
qwen,arith_ctx_019_asserted_conflict,18,0.0,0.0,0.9836872413322842,a0.0_b0.0_confidence_gate,0.1787584897164922,0.7038597789890876,False
qwen,arith_ctx_019_asserted_conflict,19,0.0,0.0,0.6825723839954088,a0.0_b0.0_confidence_gate,0.1787584897164922,0.7038597789890876,False
qwen,arith_ctx_019_explicit_correction,15,0.0,0.0,0.7312836484405847,a0.0_b0.0_confidence_gate,0.2013722506588032,0.6413293522788396,False
qwen,arith_ctx_019_explicit_correction,16,0.0,0.0,0.998265931372549,a0.0_b0.0_confidence_gate,0.2013722506588032,0.6413293522788396,False
qwen,arith_ctx_019_explicit_correction,17,0.0,0.0,0.998265931372549,a0.0_b0.0_confidence_gate,0.2013722506588032,0.6413293522788396,False
qwen,arith_ctx_019_explicit_correction,18,0.0,0.0,0.9781517819874456,a0.0_b0.0_confidence_gate,0.2013722506588032,0.6413293522788396,False
qwen,arith_ctx_019_explicit_correction,19,0.0,0.0,0.955972422932352,a0.0_b0.0_confidence_gate,0.2013722506588032,0.6413293522788396,False
qwen,arith_ctx_019_final_recheck,15,0.3,0.3,0.4773393504652447,a0.3_b0.3,0.5143196237735327,0.7444986118300972,True
qwen,arith_ctx_019_final_recheck,16,0.3,0.3,0.4733606519917046,a0.3_b0.3,0.5143196237735327,0.7444986118300972,True
qwen,arith_ctx_019_final_recheck,17,0.0,0.0,0.9946114305997216,a0.0_b0.0,0.5143196237735327,0.7444986118300972,True
qwen,arith_ctx_019_final_recheck,18,0.0,0.0,0.7167062272114719,a0.0_b0.0,0.5143196237735327,0.7444986118300972,True
qwen,arith_ctx_019_final_recheck,19,0.0,0.0,0.5595647513232022,a0.0_b0.0,0.5143196237735327,0.7444986118300972,True
qwen,arith_ctx_021_clean,15,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0018258808712171,0.0467202044087488,False
qwen,arith_ctx_021_clean,16,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0018258808712171,0.0467202044087488,False
qwen,arith_ctx_021_clean,17,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0018258808712171,0.0467202044087488,False
qwen,arith_ctx_021_clean,18,0.0,0.0,0.9997127127127128,a0.0_b0.0_confidence_gate,0.0018258808712171,0.0467202044087488,False
qwen,arith_ctx_021_clean,19,0.0,0.0,0.9997127127127128,a0.0_b0.0_confidence_gate,0.0018258808712171,0.0467202044087488,False
qwen,arith_ctx_021_paraphrase,15,0.0,0.0,0.9937956705910896,a0.0_b0.0_confidence_gate,0.2468221859782888,0.7974596606583073,False
qwen,arith_ctx_021_paraphrase,16,0.0,0.0,0.9876885361418136,a0.0_b0.0_confidence_gate,0.2468221859782888,0.7974596606583073,False
qwen,arith_ctx_021_paraphrase,17,0.0,0.0,0.9971013374485596,a0.0_b0.0_confidence_gate,0.2468221859782888,0.7974596606583073,False
qwen,arith_ctx_021_paraphrase,18,0.0,0.0,0.9936541377844924,a0.0_b0.0_confidence_gate,0.2468221859782888,0.7974596606583073,False
qwen,arith_ctx_021_paraphrase,19,0.0,0.0,0.9884005435623732,a0.0_b0.0_confidence_gate,0.2468221859782888,0.7974596606583073,False
qwen,arith_ctx_021_untrusted_conflict,15,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0557882229397523,0.3682152219578136,False
qwen,arith_ctx_021_untrusted_conflict,16,0.0,0.0,0.9942609312255002,a0.0_b0.0_confidence_gate,0.0557882229397523,0.3682152219578136,False
qwen,arith_ctx_021_untrusted_conflict,17,0.0,0.0,0.9886026373934326,a0.0_b0.0_confidence_gate,0.0557882229397523,0.3682152219578136,False
qwen,arith_ctx_021_untrusted_conflict,18,0.0,0.0,0.9887787397131962,a0.0_b0.0_confidence_gate,0.0557882229397523,0.3682152219578136,False
qwen,arith_ctx_021_untrusted_conflict,19,0.0,0.0,0.9808797650484038,a0.0_b0.0_confidence_gate,0.0557882229397523,0.3682152219578136,False
qwen,arith_ctx_021_asserted_conflict,15,0.0,0.0,0.9986680343733064,a0.0_b0.0_confidence_gate,0.1111380408136579,0.6328574286848172,False
qwen,arith_ctx_021_asserted_conflict,16,0.0,0.0,0.995536886832323,a0.0_b0.0_confidence_gate,0.1111380408136579,0.6328574286848172,False
qwen,arith_ctx_021_asserted_conflict,17,0.0,0.0,0.9997024025738156,a0.0_b0.0_confidence_gate,0.1111380408136579,0.6328574286848172,False
qwen,arith_ctx_021_asserted_conflict,18,0.0,0.0,0.9968140501612724,a0.0_b0.0_confidence_gate,0.1111380408136579,0.6328574286848172,False
qwen,arith_ctx_021_asserted_conflict,19,0.0,0.0,0.9892849249678022,a0.0_b0.0_confidence_gate,0.1111380408136579,0.6328574286848172,False
qwen,arith_ctx_021_explicit_correction,15,0.3,0.3,0.4344209985961886,a0.3_b0.3,0.644042438761746,0.6040218819558076,True
qwen,arith_ctx_021_explicit_correction,16,1.0,0.6,0.3907525203640998,a1.0_b0.6,0.644042438761746,0.6040218819558076,True
qwen,arith_ctx_021_explicit_correction,17,0.0,0.0,0.4710176047442806,a0.0_b0.0,0.644042438761746,0.6040218819558076,True
qwen,arith_ctx_021_explicit_correction,18,0.0,0.0,0.986435406693874,a0.0_b0.0,0.644042438761746,0.6040218819558076,True
qwen,arith_ctx_021_explicit_correction,19,0.0,0.0,0.9848802818654232,a0.0_b0.0,0.644042438761746,0.6040218819558076,True
qwen,arith_ctx_021_final_recheck,15,1.0,0.6,0.4088985729562215,a1.0_b0.6,0.6121593367769296,0.6537971784199422,True
qwen,arith_ctx_021_final_recheck,16,0.0,0.0,0.4216834284518238,a0.0_b0.0,0.6121593367769296,0.6537971784199422,True
qwen,arith_ctx_021_final_recheck,17,0.0,0.0,0.7040374285069595,a0.0_b0.0,0.6121593367769296,0.6537971784199422,True
qwen,arith_ctx_021_final_recheck,18,0.0,0.0,0.9285050022231168,a0.0_b0.0,0.6121593367769296,0.6537971784199422,True
qwen,arith_ctx_021_final_recheck,19,0.0,0.0,0.8350677750259152,a0.0_b0.0,0.6121593367769296,0.6537971784199422,True
qwen,arith_ctx_029_clean,15,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0128216625441812,0.1697079136407286,False
qwen,arith_ctx_029_clean,16,0.0,0.0,0.9950738114190608,a0.0_b0.0_confidence_gate,0.0128216625441812,0.1697079136407286,False
qwen,arith_ctx_029_clean,17,0.0,0.0,0.9950738114190608,a0.0_b0.0_confidence_gate,0.0128216625441812,0.1697079136407286,False
qwen,arith_ctx_029_clean,18,0.0,0.0,0.9947865241317736,a0.0_b0.0_confidence_gate,0.0128216625441812,0.1697079136407286,False
qwen,arith_ctx_029_clean,19,0.0,0.0,0.9929351124095578,a0.0_b0.0_confidence_gate,0.0128216625441812,0.1697079136407286,False
qwen,arith_ctx_029_paraphrase,15,0.0,0.0,0.9816902609380606,a0.0_b0.0_confidence_gate,0.1128695280572568,0.8092815065973393,False
qwen,arith_ctx_029_paraphrase,16,0.0,0.0,0.9767253771675508,a0.0_b0.0_confidence_gate,0.1128695280572568,0.8092815065973393,False
qwen,arith_ctx_029_paraphrase,17,0.0,0.0,0.9769141138483678,a0.0_b0.0_confidence_gate,0.1128695280572568,0.8092815065973393,False
qwen,arith_ctx_029_paraphrase,18,0.0,0.0,0.980915238017408,a0.0_b0.0_confidence_gate,0.1128695280572568,0.8092815065973393,False
qwen,arith_ctx_029_paraphrase,19,0.0,0.0,0.9675103952894396,a0.0_b0.0_confidence_gate,0.1128695280572568,0.8092815065973393,False
qwen,arith_ctx_029_untrusted_conflict,15,0.0,0.0,0.988654762813244,a0.0_b0.0_confidence_gate,0.0768512573422208,0.4943268485217286,False
qwen,arith_ctx_029_untrusted_conflict,16,0.0,0.0,0.9847926660233672,a0.0_b0.0_confidence_gate,0.0768512573422208,0.4943268485217286,False
qwen,arith_ctx_029_untrusted_conflict,17,0.0,0.0,0.9891752879745868,a0.0_b0.0_confidence_gate,0.0768512573422208,0.4943268485217286,False
qwen,arith_ctx_029_untrusted_conflict,18,0.0,0.0,0.9841953299162568,a0.0_b0.0_confidence_gate,0.0768512573422208,0.4943268485217286,False
qwen,arith_ctx_029_untrusted_conflict,19,0.0,0.0,0.9802110319580284,a0.0_b0.0_confidence_gate,0.0768512573422208,0.4943268485217286,False
qwen,arith_ctx_029_asserted_conflict,15,0.0,0.0,0.99760438495267,a0.0_b0.0_confidence_gate,0.0620636481139174,0.4984724888638531,False
qwen,arith_ctx_029_asserted_conflict,16,0.0,0.0,0.99760438495267,a0.0_b0.0_confidence_gate,0.0620636481139174,0.4984724888638531,False
qwen,arith_ctx_029_asserted_conflict,17,0.0,0.0,0.9979019823788546,a0.0_b0.0_confidence_gate,0.0620636481139174,0.4984724888638531,False
qwen,arith_ctx_029_asserted_conflict,18,0.0,0.0,0.9889523363749332,a0.0_b0.0_confidence_gate,0.0620636481139174,0.4984724888638531,False
qwen,arith_ctx_029_asserted_conflict,19,0.0,0.0,0.9936155300320756,a0.0_b0.0_confidence_gate,0.0620636481139174,0.4984724888638531,False
qwen,arith_ctx_029_explicit_correction,15,0.0,0.0,0.8383679904927418,a0.0_b0.0_confidence_gate,0.2696365680263941,0.8077093991595025,False
qwen,arith_ctx_029_explicit_correction,16,0.0,0.0,0.9081299730164326,a0.0_b0.0_confidence_gate,0.2696365680263941,0.8077093991595025,False
qwen,arith_ctx_029_explicit_correction,17,0.0,0.0,0.9922301694109518,a0.0_b0.0_confidence_gate,0.2696365680263941,0.8077093991595025,False
qwen,arith_ctx_029_explicit_correction,18,0.0,0.0,0.987588076982946,a0.0_b0.0_confidence_gate,0.2696365680263941,0.8077093991595025,False
qwen,arith_ctx_029_explicit_correction,19,0.0,0.0,0.991858972038505,a0.0_b0.0_confidence_gate,0.2696365680263941,0.8077093991595025,False
qwen,arith_ctx_029_final_recheck,15,0.0,0.0,0.5570180307866957,a0.0_b0.0,0.556317226907411,0.7579445608763203,True
qwen,arith_ctx_029_final_recheck,16,0.0,0.0,0.6634708080287918,a0.0_b0.0,0.556317226907411,0.7579445608763203,True
qwen,arith_ctx_029_final_recheck,17,0.0,0.0,0.7213584042166711,a0.0_b0.0,0.556317226907411,0.7579445608763203,True
qwen,arith_ctx_029_final_recheck,18,0.0,0.0,0.833882272759348,a0.0_b0.0,0.556317226907411,0.7579445608763203,True
qwen,arith_ctx_029_final_recheck,19,0.0,0.0,0.7652602500354203,a0.0_b0.0,0.556317226907411,0.7579445608763203,True
qwen,arith_ctx_030_clean,15,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0497682943603241,0.239063947821793,False
qwen,arith_ctx_030_clean,16,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0497682943603241,0.239063947821793,False
qwen,arith_ctx_030_clean,17,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0497682943603241,0.239063947821793,False
qwen,arith_ctx_030_clean,18,0.0,0.0,0.9997127127127128,a0.0_b0.0_confidence_gate,0.0497682943603241,0.239063947821793,False
qwen,arith_ctx_030_clean,19,0.0,0.0,0.9193563624298744,a0.0_b0.0_confidence_gate,0.0497682943603241,0.239063947821793,False
qwen,arith_ctx_030_paraphrase,15,0.0,0.0,0.9940100667969526,a0.0_b0.0_confidence_gate,0.0892721109686125,0.4348038684217995,False
qwen,arith_ctx_030_paraphrase,16,0.0,0.0,0.983630089203822,a0.0_b0.0_confidence_gate,0.0892721109686125,0.4348038684217995,False
qwen,arith_ctx_030_paraphrase,17,0.0,0.0,0.993894979984266,a0.0_b0.0_confidence_gate,0.0892721109686125,0.4348038684217995,False
qwen,arith_ctx_030_paraphrase,18,0.0,0.0,0.9936076926969788,a0.0_b0.0_confidence_gate,0.0892721109686125,0.4348038684217995,False
qwen,arith_ctx_030_paraphrase,19,0.0,0.0,0.993894979984266,a0.0_b0.0_confidence_gate,0.0892721109686125,0.4348038684217995,False
qwen,arith_ctx_030_untrusted_conflict,15,0.0,0.0,0.9937072671544748,a0.0_b0.0_confidence_gate,0.1700998708938631,0.5248809117356991,False
qwen,arith_ctx_030_untrusted_conflict,16,0.0,0.0,0.9986680343733064,a0.0_b0.0_confidence_gate,0.1700998708938631,0.5248809117356991,False
qwen,arith_ctx_030_untrusted_conflict,17,0.0,0.0,0.9986680343733064,a0.0_b0.0_confidence_gate,0.1700998708938631,0.5248809117356991,False
qwen,arith_ctx_030_untrusted_conflict,18,0.0,0.0,0.9983807470860192,a0.0_b0.0_confidence_gate,0.1700998708938631,0.5248809117356991,False
qwen,arith_ctx_030_untrusted_conflict,19,0.0,0.0,0.9686735877596356,a0.0_b0.0_confidence_gate,0.1700998708938631,0.5248809117356991,False
qwen,arith_ctx_030_asserted_conflict,15,0.0,0.0,0.6071929421603044,a0.0_b0.0,0.6607149567821535,0.7059503465312377,True
qwen,arith_ctx_030_asserted_conflict,16,0.0,0.0,0.5637050666953569,a0.0_b0.0,0.6607149567821535,0.7059503465312377,True
qwen,arith_ctx_030_asserted_conflict,17,0.0,0.0,0.4655868281028615,a0.0_b0.0,0.6607149567821535,0.7059503465312377,True
qwen,arith_ctx_030_asserted_conflict,18,0.0,0.0,0.4234928320073378,a0.0_b0.0,0.6607149567821535,0.7059503465312377,True
qwen,arith_ctx_030_asserted_conflict,19,1.0,0.6,0.406061600409869,a1.0_b0.6,0.6607149567821535,0.7059503465312377,True
qwen,arith_ctx_030_explicit_correction,15,1.0,0.6,0.630909693885681,a1.0_b0.6,0.948920434300349,0.1813781889487816,True
qwen,arith_ctx_030_explicit_correction,16,1.0,0.6,0.4733945732768891,a1.0_b0.6,0.948920434300349,0.1813781889487816,True
qwen,arith_ctx_030_explicit_correction,17,1.0,0.6,0.5983447847612684,a1.0_b0.6,0.948920434300349,0.1813781889487816,True
qwen,arith_ctx_030_explicit_correction,18,1.0,0.6,0.6127462316686979,a1.0_b0.6,0.948920434300349,0.1813781889487816,True
