model,null_id,prompt_id,problem_group,condition,mechanism,consistent_label,distractor_label,baseline_top1_token_id,baseline_top1_class,baseline_consistent_minus_distractor_margin,baseline_task_coordinate,intervened_top1_token_id,intervened_top1_class,intervened_consistent_minus_distractor_margin,intervened_task_coordinate
qwen,1,arith_ctx_018_asserted_conflict,18,asserted_conflict,competition,seventeen,eighteen,62034,distractor,-5.65625,-1.9493257999420168,62034,distractor,-5.65625,-1.9493257999420168
qwen,1,arith_ctx_018_explicit_correction,18,explicit_correction,closure,seventeen,eighteen,62034,distractor,-7.078125,-0.6506632566452026,62034,distractor,-8.203125,-0.1064274311065673
qwen,1,arith_ctx_018_final_recheck,18,final_recheck,closure,seventeen,eighteen,62034,distractor,-5.140625,-3.0296075344085693,62034,distractor,-5.140625,-3.0296075344085693
qwen,1,arith_ctx_019_clean,19,clean,stable,zero,twenty,7168,consistent,8.96875,1.285009741783142,7168,consistent,8.96875,1.285009741783142
qwen,1,arith_ctx_019_paraphrase,19,paraphrase,stable,zero,twenty,7168,consistent,8.0625,0.8978794813156128,7168,consistent,8.0625,0.8978794813156128
qwen,1,arith_ctx_019_untrusted_conflict,19,untrusted_conflict,competition,zero,twenty,7168,consistent,8.828125,4.59581470489502,7168,consistent,3.796875,18.07940673828125
qwen,1,arith_ctx_019_asserted_conflict,19,asserted_conflict,competition,zero,twenty,7168,consistent,7.5625,6.101812362670898,7168,consistent,7.5625,6.101812362670898
qwen,1,arith_ctx_019_explicit_correction,19,explicit_correction,closure,zero,twenty,7168,consistent,8.609375,4.718917846679688,7168,consistent,8.609375,4.718917846679688
qwen,1,arith_ctx_019_final_recheck,19,final_recheck,closure,zero,twenty,7168,consistent,9.375,3.332716226577759,7168,consistent,9.375,3.332716226577759
qwen,1,arith_ctx_021_clean,21,clean,stable,sixteen,fourteen,58039,consistent,6.671875,1.28325355052948,58039,consistent,6.671875,1.28325355052948
qwen,1,arith_ctx_021_paraphrase,21,paraphrase,stable,sixteen,fourteen,58039,consistent,6.828125,0.0588667392730712,58039,consistent,6.828125,0.0588667392730712
qwen,1,arith_ctx_021_untrusted_conflict,21,untrusted_conflict,competition,sixteen,fourteen,58039,consistent,5.78125,1.9837067127227783,58039,consistent,5.78125,1.9837067127227783
qwen,1,arith_ctx_021_asserted_conflict,21,asserted_conflict,competition,sixteen,fourteen,58039,consistent,6.15625,0.3859657049179077,58039,consistent,6.15625,0.3859657049179077
qwen,1,arith_ctx_021_explicit_correction,21,explicit_correction,closure,sixteen,fourteen,58039,consistent,7.53125,-1.3903868198394775,58039,consistent,4.375,2.409911155700684
qwen,1,arith_ctx_021_final_recheck,21,final_recheck,closure,sixteen,fourteen,58039,consistent,6.40625,0.9059163331985474,58039,consistent,2.609375,7.661331176757812
qwen,1,arith_ctx_029_clean,29,clean,stable,twelve,nine,29235,consistent,13.265625,1.2939571142196655,29235,consistent,13.265625,1.2939571142196655
qwen,1,arith_ctx_029_paraphrase,29,paraphrase,stable,twelve,nine,29235,consistent,8.28125,7.957966804504394,29235,consistent,8.28125,7.957966804504394
qwen,1,arith_ctx_029_untrusted_conflict,29,untrusted_conflict,competition,twelve,nine,29235,consistent,11.734375,4.229301452636719,29235,consistent,11.734375,4.229301452636719
qwen,1,arith_ctx_029_asserted_conflict,29,asserted_conflict,competition,twelve,nine,29235,consistent,11.0625,2.892368793487549,29235,consistent,11.0625,2.892368793487549
qwen,1,arith_ctx_029_explicit_correction,29,explicit_correction,closure,twelve,nine,29235,consistent,13.03125,0.9711747169494628,29235,consistent,13.03125,0.9711747169494628
qwen,1,arith_ctx_029_final_recheck,29,final_recheck,closure,twelve,nine,29235,consistent,10.375,0.2503329515457153,29235,consistent,10.375,0.2503329515457153
qwen,1,arith_ctx_030_clean,30,clean,stable,ten,eleven,29235,other,-0.53125,1.3308537006378174,44214,distractor,-1.1875,3.401468276977539
qwen,1,arith_ctx_030_paraphrase,30,paraphrase,stable,ten,eleven,44214,distractor,-0.953125,0.8646494746208191,44214,distractor,-0.953125,0.8646494746208191
qwen,1,arith_ctx_030_untrusted_conflict,30,untrusted_conflict,competition,ten,eleven,29235,other,-0.71875,1.5006122589111328,29235,other,-0.71875,1.5006122589111328
qwen,1,arith_ctx_030_asserted_conflict,30,asserted_conflict,competition,ten,eleven,29235,other,-0.5625,1.3642140626907349,44214,distractor,-0.171875,3.333301305770874
qwen,1,arith_ctx_030_explicit_correction,30,explicit_correction,closure,ten,eleven,5779,consistent,1.65625,-2.609132766723633,5779,consistent,1.65625,-2.609132766723633
qwen,1,arith_ctx_030_final_recheck,30,final_recheck,closure,ten,eleven,5779,consistent,0.25,-1.3633580207824707,44214,distractor,-1.3125,4.306331634521484
qwen,1,arith_ctx_034_clean,34,clean,stable,nineteen,one,825,distractor,-0.1875,1.2831857204437256,825,distractor,-0.1875,1.2831857204437256
qwen,1,arith_ctx_034_paraphrase,34,paraphrase,stable,nineteen,one,93835,consistent,0.921875,4.429544448852539,93835,consistent,0.921875,4.429544448852539
qwen,1,arith_ctx_034_untrusted_conflict,34,untrusted_conflict,competition,nineteen,one,825,distractor,-1.359375,5.190936088562012,825,distractor,-1.359375,5.190936088562012
qwen,1,arith_ctx_034_asserted_conflict,34,asserted_conflict,competition,nineteen,one,93835,consistent,3.78125,-10.950654983520508,93835,consistent,3.78125,-10.950654983520508
qwen,1,arith_ctx_034_explicit_correction,34,explicit_correction,closure,nineteen,one,93835,consistent,3.453125,-6.822070121765137,93835,consistent,3.453125,-6.822070121765137
qwen,1,arith_ctx_034_final_recheck,34,final_recheck,closure,nineteen,one,93835,consistent,4.90625,-19.672382354736328,93835,consistent,4.90625,-19.672382354736328
qwen,1,arith_ctx_038_clean,38,clean,stable,thirteen,fifteen,36655,distractor,-4.65625,1.3295918703079224,36655,distractor,-4.65625,1.3295918703079224
qwen,1,arith_ctx_038_paraphrase,38,paraphrase,stable,thirteen,fifteen,36655,distractor,-4.234375,0.9712478518486024,36655,distractor,-4.234375,0.9712478518486024
qwen,1,arith_ctx_038_untrusted_conflict,38,untrusted_conflict,competition,thirteen,fifteen,36655,distractor,-5.09375,1.8449621200561523,36655,distractor,-5.09375,1.8449621200561523
qwen,1,arith_ctx_038_asserted_conflict,38,asserted_conflict,competition,thirteen,fifteen,36655,distractor,-3.609375,0.6778031587600708,36655,distractor,-3.609375,0.6778031587600708
qwen,1,arith_ctx_038_explicit_correction,38,explicit_correction,closure,thirteen,fifteen,36655,distractor,-2.875,-1.799342155456543,36655,distractor,-2.875,-1.799342155456543
qwen,1,arith_ctx_038_final_recheck,38,final_recheck,closure,thirteen,fifteen,36655,distractor,-1.953125,-3.1259777545928955,36655,distractor,-1.953125,-3.1259777545928955
qwen,1,arith_ctx_040_clean,40,clean,stable,three,six,4743,distractor,-5.890625,1.2831857204437256,4743,distractor,-5.890625,1.2831857204437256
qwen,1,arith_ctx_040_paraphrase,40,paraphrase,stable,three,six,4743,distractor,-4.921875,0.795276403427124,4743,distractor,-4.921875,0.795276403427124
qwen,1,arith_ctx_040_untrusted_conflict,40,untrusted_conflict,competition,three,six,4743,distractor,-6.28125,0.3871156573295593,4743,distractor,-4.71875,-1.7354936599731443
qwen,1,arith_ctx_040_asserted_conflict,40,asserted_conflict,competition,three,six,4743,distractor,-3.234375,-4.528581619262695,4743,distractor,-3.234375,-4.528581619262695
qwen,1,arith_ctx_040_explicit_correction,40,explicit_correction,closure,three,six,4743,distractor,-3.375,-5.310734748840332,4743,distractor,-3.984375,-3.119634866714477
qwen,1,arith_ctx_040_final_recheck,40,final_recheck,closure,three,six,4743,distractor,-1.3125,-10.449979782104492,2326,consistent,0.1875,-12.80941677093506
qwen,1,arith_ctx_043_clean,43,clean,stable,eighteen,seventeen,62034,consistent,7.765625,1.2751363515853882,62034,consistent,6.21875,1.9160807132720947
qwen,1,arith_ctx_043_paraphrase,43,paraphrase,stable,eighteen,seventeen,62034,consistent,7.109375,2.0132734775543213,62034,consistent,7.109375,2.0132734775543213
qwen,1,arith_ctx_043_untrusted_conflict,43,untrusted_conflict,competition,eighteen,seventeen,62034,consistent,5.03125,4.908979415893555,62034,consistent,5.03125,4.908979415893555
qwen,1,arith_ctx_043_asserted_conflict,43,asserted_conflict,competition,eighteen,seventeen,62034,consistent,5.296875,3.8626511096954346,62034,consistent,5.296875,3.8626511096954346
qwen,1,arith_ctx_043_explicit_correction,43,explicit_correction,closure,eighteen,seventeen,62034,consistent,7.28125,0.8066684603691101,62034,consistent,7.28125,0.8066684603691101
qwen,1,arith_ctx_043_final_recheck,43,final_recheck,closure,eighteen,seventeen,62034,consistent,4.9375,3.653058052062988,62034,consistent,2.671875,7.913971900939941
qwen,1,arith_ctx_048_clean,48,clean,stable,fourteen,fifteen,36655,distractor,-7.078125,1.2831857204437256,36655,distractor,-7.078125,1.2831857204437256
qwen,1,arith_ctx_048_paraphrase,48,paraphrase,stable,fourteen,fifteen,36655,distractor,-5.453125,-0.3637033700942993,36655,distractor,-2.875,-4.887805938720703
qwen,1,arith_ctx_048_untrusted_conflict,48,untrusted_conflict,competition,fourteen,fifteen,36655,distractor,-7.609375,1.574810028076172,36655,distractor,-6.75,1.4526137113571167
qwen,1,arith_ctx_048_asserted_conflict,48,asserted_conflict,competition,fourteen,fifteen,36655,distractor,-5.5625,-0.1055567264556884,36655,distractor,-5.5625,-0.1055567264556884
qwen,1,arith_ctx_048_explicit_correction,48,explicit_correction,closure,fourteen,fifteen,36655,distractor,-5.0625,-1.2368450164794922,36655,distractor,-5.0625,-1.2368450164794922
qwen,1,arith_ctx_048_final_recheck,48,final_recheck,closure,fourteen,fifteen,36655,distractor,-3.046875,-6.950375556945801,36655,distractor,-3.046875,-6.950375556945801
qwen,1,arith_ctx_051_clean,51,clean,stable,five,three,4236,consistent,6.984375,1.3299720287322998,4236,consistent,6.984375,1.3299720287322998
qwen,1,arith_ctx_051_paraphrase,51,paraphrase,stable,five,three,4236,consistent,4.46875,5.922486305236816,4236,consistent,4.46875,5.922486305236816
qwen,1,arith_ctx_051_untrusted_conflict,51,untrusted_conflict,competition,five,three,4236,consistent,7.25,3.002284526824951,4236,consistent,7.25,3.002284526824951
qwen,1,arith_ctx_051_asserted_conflict,51,asserted_conflict,competition,five,three,4236,consistent,6.890625,1.1847268342971802,4236,consistent,6.890625,1.1847268342971802
qwen,1,arith_ctx_051_explicit_correction,51,explicit_correction,closure,five,three,4236,consistent,9.140625,-1.86395263671875,4236,consistent,5.671875,3.301020622253418
qwen,1,arith_ctx_051_final_recheck,51,final_recheck,closure,five,three,4236,consistent,8.4375,-4.587626457214356,4236,consistent,8.4375,-4.587626457214356
qwen,1,arith_ctx_054_clean,54,clean,stable,twenty,zero,7168,distractor,-2.09375,1.2831857204437256,7168,distractor,-2.09375,1.2831857204437256
qwen,1,arith_ctx_054_paraphrase,54,paraphrase,stable,twenty,zero,7168,distractor,-3.484375,18.4917106628418,7168,distractor,-3.484375,18.4917106628418
qwen,1,arith_ctx_054_untrusted_conflict,54,untrusted_conflict,competition,twenty,zero,7168,distractor,-1.828125,-0.1566559076309204,7168,distractor,-1.828125,-0.1566559076309204
qwen,1,arith_ctx_054_asserted_conflict,54,asserted_conflict,competition,twenty,zero,7168,distractor,-1.296875,1.3656035661697388,7168,distractor,-1.296875,1.3656035661697388
qwen,1,arith_ctx_054_explicit_correction,54,explicit_correction,closure,twenty,zero,17073,consistent,0.171875,-5.405510902404785,17073,consistent,0.171875,-5.405510902404785
qwen,1,arith_ctx_054_final_recheck,54,final_recheck,closure,twenty,zero,17073,consistent,0.328125,-10.737349510192873,17073,consistent,0.328125,-10.737349510192873
qwen,1,arith_ctx_057_clean,57,clean,stable,sixteen,fourteen,58039,consistent,5.71875,1.2831857204437256,58039,consistent,2.8125,5.789697647094727
qwen,1,arith_ctx_057_paraphrase,57,paraphrase,stable,sixteen,fourteen,58039,consistent,5.265625,1.5163720846176147,58039,consistent,3.734375,4.086119651794434
qwen,1,arith_ctx_057_untrusted_conflict,57,untrusted_conflict,competition,sixteen,fourteen,58039,consistent,4.84375,3.1792922019958496,58039,consistent,0.421875,11.058216094970703
qwen,1,arith_ctx_057_asserted_conflict,57,asserted_conflict,competition,sixteen,fourteen,58039,consistent,5.453125,0.6917006969451904,58039,consistent,5.453125,0.6917006969451904
qwen,1,arith_ctx_057_explicit_correction,57,explicit_correction,closure,sixteen,fourteen,58039,consistent,6.515625,-0.5381374359130859,58039,consistent,6.515625,-0.5381374359130859
qwen,1,arith_ctx_057_final_recheck,57,final_recheck,closure,sixteen,fourteen,58039,consistent,6.578125,1.060538411140442,58039,consistent,6.765625,0.9800148606300354
qwen,2,arith_ctx_001_clean,1,clean,stable,two,one,1378,consistent,3.28125,1.2805992364883425,1378,consistent,3.28125,1.2805992364883425
qwen,2,arith_ctx_001_paraphrase,1,paraphrase,stable,two,one,1378,consistent,2.109375,1.8050222396850584,1378,consistent,2.390625,3.4200940132141118
qwen,2,arith_ctx_001_untrusted_conflict,1,untrusted_conflict,competition,two,one,1378,consistent,2.234375,4.26113748550415,1378,consistent,1.546875,5.547698974609375
qwen,2,arith_ctx_001_asserted_conflict,1,asserted_conflict,competition,two,one,1378,consistent,2.640625,1.895124673843384,1378,consistent,2.640625,1.895124673843384
qwen,2,arith_ctx_001_explicit_correction,1,explicit_correction,closure,two,one,1378,consistent,3.484375,0.0308578014373779,1378,consistent,3.484375,0.0308578014373779
qwen,2,arith_ctx_001_final_recheck,1,final_recheck,closure,two,one,1378,consistent,4.640625,-6.135782241821289,1378,consistent,4.640625,-6.135782241821289
qwen,2,arith_ctx_002_clean,2,clean,stable,six,eight,8063,distractor,-5.1875,1.281786322593689,8063,distractor,-2.15625,-4.582305908203125
qwen,2,arith_ctx_002_paraphrase,2,paraphrase,stable,six,eight,8063,distractor,-4.546875,1.912675380706787,8063,distractor,-4.546875,1.912675380706787
qwen,2,arith_ctx_002_untrusted_conflict,2,untrusted_conflict,competition,six,eight,8063,distractor,-5.84375,1.6239460706710815,8063,distractor,-5.84375,1.6239460706710815
qwen,2,arith_ctx_002_asserted_conflict,2,asserted_conflict,competition,six,eight,8063,distractor,-3.5,-2.397529125213623,8063,distractor,-5.828125,3.412109851837158
qwen,2,arith_ctx_002_explicit_correction,2,explicit_correction,closure,six,eight,8063,distractor,-3.171875,-2.3693718910217285,8063,distractor,-3.171875,-2.3693718910217285
qwen,2,arith_ctx_002_final_recheck,2,final_recheck,closure,six,eight,8063,distractor,-0.296875,-12.473859786987305,8063,distractor,-1.25,-10.174023628234863
qwen,2,arith_ctx_004_clean,4,clean,stable,eight,eleven,44214,distractor,-5.046875,1.2831857204437256,44214,distractor,-5.046875,1.2831857204437256
qwen,2,arith_ctx_004_paraphrase,4,paraphrase,stable,eight,eleven,44214,distractor,-3.859375,-1.3419358730316162,44214,distractor,-3.859375,-1.3419358730316162
qwen,2,arith_ctx_004_untrusted_conflict,4,untrusted_conflict,competition,eight,eleven,44214,distractor,-5.359375,0.5919713377952576,44214,distractor,-2.125,-5.181654930114746
qwen,2,arith_ctx_004_asserted_conflict,4,asserted_conflict,competition,eight,eleven,44214,distractor,-3.484375,-2.68697452545166,44214,distractor,-3.484375,-2.68697452545166
qwen,2,arith_ctx_004_explicit_correction,4,explicit_correction,closure,eight,eleven,44214,distractor,-2.53125,-4.270053863525391,44214,distractor,-2.53125,-4.270053863525391
qwen,2,arith_ctx_004_final_recheck,4,final_recheck,closure,eight,eleven,11627,other,-0.828125,-10.140692710876465,44214,distractor,-0.5,-10.779120445251465
qwen,2,arith_ctx_005_clean,5,clean,stable,twenty,seventeen,17073,consistent,3.8125,1.2831857204437256,17073,consistent,3.8125,1.2831857204437256
qwen,2,arith_ctx_005_paraphrase,5,paraphrase,stable,twenty,seventeen,17073,consistent,2.125,3.251185894012451,17073,consistent,2.125,3.251185894012451
qwen,2,arith_ctx_005_untrusted_conflict,5,untrusted_conflict,competition,twenty,seventeen,29235,other,1.453125,7.877166748046875,17073,consistent,0.09375,11.157109260559082
qwen,2,arith_ctx_005_asserted_conflict,5,asserted_conflict,competition,twenty,seventeen,29235,other,2.0,4.64990234375,81397,distractor,-2.0,14.781587600708008
qwen,2,arith_ctx_005_explicit_correction,5,explicit_correction,closure,twenty,seventeen,17073,consistent,4.375,1.2738553285598757,17073,consistent,4.6875,2.62495231628418
qwen,2,arith_ctx_005_final_recheck,5,final_recheck,closure,twenty,seventeen,17073,consistent,2.71875,6.167830467224121,17073,consistent,2.71875,6.167830467224121
qwen,2,arith_ctx_006_clean,6,clean,stable,seventeen,eighteen,62034,distractor,-7.28125,1.2831857204437256,62034,distractor,-7.28125,1.2831857204437256
qwen,2,arith_ctx_006_paraphrase,6,paraphrase,stable,seventeen,eighteen,62034,distractor,-5.046875,-1.4837994575500488,62034,distractor,-5.046875,-1.4837994575500488
qwen,2,arith_ctx_006_untrusted_conflict,6,untrusted_conflict,competition,seventeen,eighteen,62034,distractor,-6.140625,-0.5015921592712402,62034,distractor,-6.140625,-0.5015921592712402
qwen,2,arith_ctx_006_asserted_conflict,6,asserted_conflict,competition,seventeen,eighteen,62034,distractor,-4.609375,-1.1593842506408691,62034,distractor,-4.609375,-1.1593842506408691
qwen,2,arith_ctx_006_explicit_correction,6,explicit_correction,closure,seventeen,eighteen,62034,distractor,-2.8125,-4.768050193786621,62034,distractor,-2.8125,-4.768050193786621
qwen,2,arith_ctx_006_final_recheck,6,final_recheck,closure,seventeen,eighteen,62034,distractor,-2.140625,-5.203947067260742,62034,distractor,-2.140625,-5.203947067260742
qwen,2,arith_ctx_012_clean,12,clean,stable,seven,eight,8063,distractor,-5.421875,1.2196537256240845,8063,distractor,-5.421875,1.2196537256240845
qwen,2,arith_ctx_012_paraphrase,12,paraphrase,stable,seven,eight,8063,distractor,-4.90625,3.720314502716065,8063,distractor,-4.90625,3.720314502716065
qwen,2,arith_ctx_012_untrusted_conflict,12,untrusted_conflict,competition,seven,eight,8063,distractor,-5.140625,0.0495574474334716,8063,distractor,-5.140625,0.0495574474334716
qwen,2,arith_ctx_012_asserted_conflict,12,asserted_conflict,competition,seven,eight,8063,distractor,-2.0,-5.785073280334473,8063,distractor,-2.015625,-5.472977638244629
